d	date	day_of_week	cnt	w	dateY	dofw	sp	diao	ifworkday
2014-04-17	418	4	2176.0	67	2014-04-17	4.0			0.0
2014-04-18	419	5	1885.0	67	2014-04-18	5.0			0.0
2014-04-19	420	6	357.0	67	2014-04-19	6.0			1.0
2014-04-20	421	7	22.0	67	2014-04-20	7.0			1.0
2014-04-21	422	1	2070.0	68	2014-04-21	1.0			0.0
2014-04-22	423	2	2607.0	68	2014-04-22	2.0			0.0
2014-04-23	424	3	1803.0	68	2014-04-23	3.0			0.0
2014-04-24	425	4	1100.0	68	2014-04-24	4.0			0.0
2014-04-25	426	5	2248.0	68	2014-04-25	5.0			0.0
2014-04-26	427	6	230.0	68	2014-04-26	6.0			1.0
2014-04-28	428	1	1901.0	69	2014-04-28	1.0			0.0
2014-04-29	429	2	2174.0	69	2014-04-29	2.0			0.0
2014-04-30	430	3	1863.0	69	2014-04-30	3.0			0.0
2014-05-02	431	5	12.0	69	2014-05-02	5.0	1.0	1.0	1.0
2014-05-03	432	6	72.0	69	2014-05-03	6.0	1.0		1.0
2014-05-04	433	7	2590.0	69	2014-05-04	7.0	0.0	1.0	0.0
2014-05-05	434	1	1621.0	70	2014-05-05	1.0			0.0
2014-05-06	435	2	2257.0	70	2014-05-06	2.0			0.0
2014-05-07	436	3	2025.0	70	2014-05-07	3.0			0.0
2014-05-08	437	4	2284.0	70	2014-05-08	4.0			0.0
2014-05-09	438	5	1628.0	70	2014-05-09	5.0			0.0
2014-05-10	439	6	191.0	70	2014-05-10	6.0			1.0
2014-05-12	440	1	1599.0	71	2014-05-12	1.0			0.0
2014-05-13	441	2	1857.0	71	2014-05-13	2.0			0.0
2014-05-14	442	3	1755.0	71	2014-05-14	3.0			0.0
2014-05-15	443	4	1230.0	71	2014-05-15	4.0			0.0
2014-05-16	444	5	1686.0	71	2014-05-16	5.0			0.0
2014-05-17	445	6	263.0	71	2014-05-17	6.0			1.0
2014-05-18	446	7	18.0	71	2014-05-18	7.0			1.0
2014-05-19	447	1	1812.0	72	2014-05-19	1.0			0.0
2014-05-20	448	2	1841.0	72	2014-05-20	2.0			0.0
2014-05-21	449	3	1090.0	72	2014-05-21	3.0			0.0
2014-05-22	450	4	1253.0	72	2014-05-22	4.0			0.0
2014-05-23	451	5	1545.0	72	2014-05-23	5.0			0.0
2014-05-24	452	6	123.0	72	2014-05-24	6.0			1.0
2014-05-26	453	1	1862.0	73	2014-05-26	1.0			0.0
2014-05-27	454	2	1769.0	73	2014-05-27	2.0			0.0
2014-05-28	455	3	1302.0	73	2014-05-28	3.0			0.0
2014-05-29	456	4	1201.0	73	2014-05-29	4.0			0.0
2014-05-30	457	5	2338.0	73	2014-05-30	5.0			0.0
2014-05-31	458	6	153.0	73	2014-05-31	6.0	1.0		1.0
2014-06-01	459	7	47.0	73	2014-06-01	7.0	1.0		1.0
2014-06-03	460	2	2908.0	74	2014-06-03	2.0			0.0
2014-06-04	461	3	1661.0	74	2014-06-04	3.0			0.0
2014-06-05	462	4	1081.0	74	2014-06-05	4.0			0.0
2014-06-06	463	5	1774.0	74	2014-06-06	5.0			0.0
2014-06-07	464	6	124.0	74	2014-06-07	6.0			1.0
2014-06-08	465	7	13.0	74	2014-06-08	7.0			1.0
2014-06-09	466	1	1919.0	75	2014-06-09	1.0			0.0
2014-06-10	467	2	1288.0	75	2014-06-10	2.0			0.0
2014-06-11	468	3	1073.0	75	2014-06-11	3.0			0.0
2014-06-12	469	4	1025.0	75	2014-06-12	4.0			0.0
2014-06-13	470	5	1383.0	75	2014-06-13	5.0			0.0
2014-06-14	471	6	212.0	75	2014-06-14	6.0			1.0
2014-06-16	472	1	1489.0	76	2014-06-16	1.0			0.0
2014-06-17	473	2	1713.0	76	2014-06-17	2.0			0.0
2014-06-18	474	3	1952.0	76	2014-06-18	3.0			0.0
2014-06-19	475	4	1227.0	76	2014-06-19	4.0			0.0
2014-06-20	476	5	1370.0	76	2014-06-20	5.0			0.0
2014-06-21	477	6	133.0	76	2014-06-21	6.0			1.0
2014-06-23	478	1	1616.0	77	2014-06-23	1.0			0.0
2014-06-24	479	2	2016.0	77	2014-06-24	2.0			0.0
2014-06-25	480	3	2483.0	77	2014-06-25	3.0			0.0
2014-06-26	481	4	1467.0	77	2014-06-26	4.0			0.0
2014-06-27	482	5	2049.0	77	2014-06-27	5.0			0.0
2014-06-28	483	6	291.0	77	2014-06-28	6.0			1.0
2014-06-30	484	1	1184.0	78	2014-06-30	1.0			0.0
2014-07-01	485	2	2822.0	78	2014-07-01	2.0			0.0
2014-07-02	486	3	2027.0	78	2014-07-02	3.0			0.0
2014-07-03	487	4	1542.0	78	2014-07-03	4.0			0.0
2014-07-04	488	5	1754.0	78	2014-07-04	5.0			0.0
2014-07-05	489	6	107.0	78	2014-07-05	6.0			1.0
2014-07-07	490	1	1983.0	79	2014-07-07	1.0			0.0
2014-07-08	491	2	2209.0	79	2014-07-08	2.0			0.0
2014-07-09	492	3	1731.0	79	2014-07-09	3.0			0.0
2014-07-10	493	4	1266.0	79	2014-07-10	4.0			0.0
2014-07-11	494	5	1494.0	79	2014-07-11	5.0			0.0
2014-07-12	495	6	152.0	79	2014-07-12	6.0			1.0
2014-07-14	496	1	2065.0	80	2014-07-14	1.0			0.0
2014-07-15	497	2	2072.0	80	2014-07-15	2.0			0.0
2014-07-16	498	3	1792.0	80	2014-07-16	3.0			0.0
2014-07-17	499	4	1512.0	80	2014-07-17	4.0			0.0
2014-07-18	500	5	1853.0	80	2014-07-18	5.0			0.0
2014-07-19	501	6	248.0	80	2014-07-19	6.0			1.0
2014-07-21	502	1	1740.0	81	2014-07-21	1.0			0.0
2014-07-22	503	2	1739.0	81	2014-07-22	2.0			0.0
2014-07-23	504	3	1495.0	81	2014-07-23	3.0			0.0
2014-07-24	505	4	1656.0	81	2014-07-24	4.0			0.0
2014-07-25	506	5	1244.0	81	2014-07-25	5.0			0.0
2014-07-26	507	6	41.0	81	2014-07-26	6.0			1.0
2014-07-28	508	1	1755.0	82	2014-07-28	1.0			0.0
2014-07-29	509	2	1749.0	82	2014-07-29	2.0			0.0
2014-07-30	510	3	1313.0	82	2014-07-30	3.0			0.0
2014-07-31	511	4	1175.0	82	2014-07-31	4.0			0.0
2014-08-01	512	5	1391.0	82	2014-08-01	5.0			0.0
2014-08-02	513	6	248.0	82	2014-08-02	6.0			1.0
2014-08-04	514	1	2022.0	83	2014-08-04	1.0			0.0
2014-08-05	515	2	2787.0	83	2014-08-05	2.0			0.0
2014-08-06	516	3	1658.0	83	2014-08-06	3.0			0.0
2014-08-07	517	4	1023.0	83	2014-08-07	4.0			0.0
2014-08-08	518	5	1545.0	83	2014-08-08	5.0			0.0
2014-08-09	519	6	207.0	83	2014-08-09	6.0			1.0
2014-08-11	520	1	2076.0	84	2014-08-11	1.0			0.0
2014-08-12	521	2	1416.0	84	2014-08-12	2.0			0.0
2014-08-13	522	3	1421.0	84	2014-08-13	3.0			0.0
2014-08-14	523	4	1130.0	84	2014-08-14	4.0			0.0
2014-08-15	524	5	1377.0	84	2014-08-15	5.0			0.0
2014-08-16	525	6	248.0	84	2014-08-16	6.0			1.0
2014-08-18	526	1	1867.0	85	2014-08-18	1.0			0.0
2014-08-19	527	2	1941.0	85	2014-08-19	2.0			0.0
2014-08-20	528	3	1707.0	85	2014-08-20	3.0			0.0
2014-08-21	529	4	1510.0	85	2014-08-21	4.0			0.0
2014-08-22	530	5	1065.0	85	2014-08-22	5.0			0.0
2014-08-23	531	6	305.0	85	2014-08-23	6.0			1.0
2014-08-24	532	7	13.0	85	2014-08-24	7.0			1.0
2014-08-25	533	1	1824.0	86	2014-08-25	1.0			0.0
2014-08-26	534	2	2049.0	86	2014-08-26	2.0			0.0
2014-08-27	535	3	1371.0	86	2014-08-27	3.0			0.0
2014-08-28	536	4	1299.0	86	2014-08-28	4.0			0.0
2014-08-29	537	5	1752.0	86	2014-08-29	5.0			0.0
2014-08-30	538	6	212.0	86	2014-08-30	6.0			1.0
2014-09-01	539	1	2764.0	87	2014-09-01	1.0			0.0
2014-09-02	540	2	2466.0	87	2014-09-02	2.0			0.0
2014-09-03	541	3	2079.0	87	2014-09-03	3.0			0.0
2014-09-04	542	4	1471.0	87	2014-09-04	4.0			0.0
2014-09-05	543	5	2344.0	87	2014-09-05	5.0			0.0
2014-09-06	544	6	218.0	87	2014-09-06	6.0	1.0		1.0
2014-09-09	545	2	4044.0	88	2014-09-09	2.0			0.0
2014-09-10	546	3	2265.0	88	2014-09-10	3.0			0.0
2014-09-11	547	4	1602.0	88	2014-09-11	4.0			0.0
2014-09-12	548	5	2033.0	88	2014-09-12	5.0			0.0
2014-09-13	549	6	317.0	88	2014-09-13	6.0			1.0
2014-09-15	550	1	2209.0	89	2014-09-15	1.0			0.0
2014-09-16	551	2	2231.0	89	2014-09-16	2.0			0.0
2014-09-17	552	3	1190.0	89	2014-09-17	3.0			0.0
2014-09-18	553	4	1413.0	89	2014-09-18	4.0			0.0
2014-09-19	554	5	2097.0	89	2014-09-19	5.0			0.0
2014-09-20	555	6	205.0	89	2014-09-20	6.0			1.0
2014-09-22	556	1	2156.0	90	2014-09-22	1.0			0.0
2014-09-23	557	2	2219.0	90	2014-09-23	2.0			0.0
2014-09-24	558	3	1801.0	90	2014-09-24	3.0			0.0
2014-09-25	559	4	1657.0	90	2014-09-25	4.0			0.0
2014-09-26	560	5	2965.0	90	2014-09-26	5.0			0.0
2014-09-27	561	6	382.0	90	2014-09-27	6.0			1.0
2014-09-28	562	7	1268.0	90	2014-09-28	7.0	0.0	1.0	0.0
2014-09-29	563	1	2915.0	91	2014-09-29	1.0			0.0
2014-09-30	564	2	3137.0	91	2014-09-30	2.0			0.0
2014-10-01	565	3	132.0	91	2014-10-01	3.0	1.0	1.0	1.0
2014-10-06	566	1	52.0	92	2014-10-06	1.0	1.0	1.0	1.0
2014-10-07	567	2	15.0	92	2014-10-07	2.0	1.0	1.0	1.0
2014-10-08	568	3	4783.0	92	2014-10-08	3.0			0.0
2014-10-09	569	4	2396.0	92	2014-10-09	4.0			0.0
2014-10-10	570	5	2454.0	92	2014-10-10	5.0			0.0
2014-10-11	571	6	1964.0	92	2014-10-11	6.0	0.0	1.0	0.0
2014-10-12	572	7	35.0	92	2014-10-12	7.0			1.0
2014-10-13	573	1	3096.0	93	2014-10-13	1.0			0.0
2014-10-14	574	2	2441.0	93	2014-10-14	2.0			0.0
2014-10-15	575	3	2282.0	93	2014-10-15	3.0			0.0
2014-10-16	576	4	1467.0	93	2014-10-16	4.0			0.0
2014-10-17	577	5	1432.0	93	2014-10-17	5.0			0.0
2014-10-18	578	6	193.0	93	2014-10-18	6.0			1.0
2014-10-20	579	1	1792.0	94	2014-10-20	1.0			0.0
2014-10-21	580	2	2085.0	94	2014-10-21	2.0			0.0
2014-10-22	581	3	1967.0	94	2014-10-22	3.0			0.0
2014-10-23	582	4	1312.0	94	2014-10-23	4.0			0.0
2014-10-24	583	5	1381.0	94	2014-10-24	5.0			0.0
2014-10-25	584	6	218.0	94	2014-10-25	6.0			1.0
2014-10-27	585	1	1993.0	95	2014-10-27	1.0			0.0
2014-10-28	586	2	2389.0	95	2014-10-28	2.0			0.0
2014-10-29	587	3	2061.0	95	2014-10-29	3.0			0.0
2014-10-30	588	4	2394.0	95	2014-10-30	4.0			0.0
2014-10-31	589	5	1579.0	95	2014-10-31	5.0			0.0
2014-11-01	590	6	15.0	95	2014-11-01	6.0			1.0
2014-11-03	591	1	2136.0	96	2014-11-03	1.0			0.0
2014-11-04	592	2	1946.0	96	2014-11-04	2.0			0.0
2014-11-05	593	3	1762.0	96	2014-11-05	3.0			0.0
2014-11-06	594	4	1342.0	96	2014-11-06	4.0			0.0
2014-11-07	595	5	1718.0	96	2014-11-07	5.0			0.0
2014-11-08	596	6	256.0	96	2014-11-08	6.0			1.0
2014-11-10	597	1	2041.0	97	2014-11-10	1.0			0.0
2014-11-11	598	2	1692.0	97	2014-11-11	2.0			0.0
2014-11-12	599	3	1867.0	97	2014-11-12	3.0			0.0
2014-11-13	600	4	1085.0	97	2014-11-13	4.0			0.0
2014-11-14	601	5	1932.0	97	2014-11-14	5.0			0.0
2014-11-15	602	6	245.0	97	2014-11-15	6.0			1.0
2014-11-16	603	7	22.0	97	2014-11-16	7.0			1.0
2014-11-17	604	1	2175.0	98	2014-11-17	1.0			0.0
2014-11-18	605	2	2356.0	98	2014-11-18	2.0			0.0
2014-11-19	606	3	1869.0	98	2014-11-19	3.0			0.0
2014-11-20	607	4	1468.0	98	2014-11-20	4.0			0.0
2014-11-21	608	5	1756.0	98	2014-11-21	5.0			0.0
2014-11-22	609	6	246.0	98	2014-11-22	6.0			1.0
2014-11-24	610	1	1863.0	99	2014-11-24	1.0			0.0
2014-11-25	611	2	2242.0	99	2014-11-25	2.0			0.0
2014-11-26	612	3	1585.0	99	2014-11-26	3.0			0.0
2014-11-27	613	4	1243.0	99	2014-11-27	4.0			0.0
2014-11-28	614	5	1409.0	99	2014-11-28	5.0			0.0
2014-11-29	615	6	344.0	99	2014-11-29	6.0			1.0
2014-12-01	616	1	2294.0	100	2014-12-01	1.0			0.0
2014-12-02	617	2	1778.0	100	2014-12-02	2.0			0.0
2014-12-03	618	3	1755.0	100	2014-12-03	3.0			0.0
2014-12-04	619	4	1641.0	100	2014-12-04	4.0			0.0
2014-12-05	620	5	1459.0	100	2014-12-05	5.0			0.0
2014-12-06	621	6	261.0	100	2014-12-06	6.0			1.0
2014-12-08	622	1	2024.0	101	2014-12-08	1.0			0.0
2014-12-09	623	2	2490.0	101	2014-12-09	2.0			0.0
2014-12-10	624	3	1504.0	101	2014-12-10	3.0			0.0
2014-12-11	625	4	1695.0	101	2014-12-11	4.0			0.0
2014-12-12	626	5	1706.0	101	2014-12-12	5.0			0.0
2014-12-13	627	6	138.0	101	2014-12-13	6.0			1.0
2014-12-15	628	1	2113.0	102	2014-12-15	1.0			0.0
2014-12-16	629	2	2036.0	102	2014-12-16	2.0			0.0
2014-12-17	630	3	1729.0	102	2014-12-17	3.0			0.0
2014-12-18	631	4	1332.0	102	2014-12-18	4.0			0.0
2014-12-19	632	5	1977.0	102	2014-12-19	5.0			0.0
2014-12-20	633	6	186.0	102	2014-12-20	6.0			1.0
2014-12-22	634	1	1593.0	103	2014-12-22	1.0			0.0
2014-12-23	635	2	3091.0	103	2014-12-23	2.0			0.0
2014-12-24	636	3	1960.0	103	2014-12-24	3.0			0.0
2014-12-25	637	4	769.0	103	2014-12-25	4.0			0.0
2014-12-26	638	5	1844.0	103	2014-12-26	5.0			0.0
2014-12-27	639	6	140.0	103	2014-12-27	6.0			1.0
2014-12-28	640	7	25.0	103	2014-12-28	7.0			1.0
2014-12-29	641	1	2167.0	104	2014-12-29	1.0			0.0
2014-12-30	642	2	1292.0	104	2014-12-30	2.0			0.0
2014-12-31	643	3	1278.0	104	2014-12-31	3.0			0.0
2015-01-01	644	4	75.0	104	2015-01-01	4.0	1.0	1.0	1.0
2015-01-04	645	7	3000.0	104	2015-01-04	7.0	0.0	1.0	0.0
2015-01-05	646	1	3000.0	105	2015-01-05	1.0			0.0
2015-01-06	647	2	3000.0	105	2015-01-06	2.0			0.0
2015-01-07	648	3	3616.0	105	2015-01-07	3.0			0.0
2015-01-08	649	4	3000.0	105	2015-01-08	4.0			0.0
2015-01-09	650	5	3000.0	105	2015-01-09	5.0			0.0
2015-01-10	651	6	796.0	105	2015-01-10	6.0			1.0
2015-01-12	652	1	4259.0	106	2015-01-12	1.0			0.0
2015-01-13	653	2	3472.0	106	2015-01-13	2.0			0.0
2015-01-14	654	3	2482.0	106	2015-01-14	3.0			0.0
2015-01-15	655	4	2722.0	106	2015-01-15	4.0			0.0
2015-01-16	656	5	2869.0	106	2015-01-16	5.0			0.0
2015-01-17	657	6	448.0	106	2015-01-17	6.0			1.0
2015-01-18	658	7	24.0	106	2015-01-18	7.0			1.0
2015-01-19	659	1	3425.0	107	2015-01-19	1.0			0.0
2015-01-20	660	2	2794.0	107	2015-01-20	2.0			0.0
2015-01-21	661	3	2954.0	107	2015-01-21	3.0			0.0
2015-01-22	662	4	2501.0	107	2015-01-22	4.0			0.0
2015-01-23	663	5	2883.0	107	2015-01-23	5.0			0.0
2015-01-24	664	6	699.0	107	2015-01-24	6.0			1.0
2015-01-25	665	7	24.0	107	2015-01-25	7.0			1.0
2015-01-26	666	1	2692.0	108	2015-01-26	1.0			0.0
2015-01-27	667	2	3526.0	108	2015-01-27	2.0			0.0
2015-01-28	668	3	3877.0	108	2015-01-28	3.0			0.0
2015-01-29	669	4	2546.0	108	2015-01-29	4.0			0.0
2015-01-30	670	5	2709.0	108	2015-01-30	5.0			0.0
2015-01-31	671	6	471.0	108	2015-01-31	6.0			1.0
2015-02-02	672	1	3469.0	109	2015-02-02	1.0			0.0
2015-02-03	673	2	3498.0	109	2015-02-03	2.0			0.0
2015-02-04	674	3	3835.0	109	2015-02-04	3.0			0.0
2015-02-05	675	4	2530.0	109	2015-02-05	4.0			0.0
2015-02-06	676	5	2564.0	109	2015-02-06	5.0			0.0
2015-02-07	677	6	367.0	109	2015-02-07	6.0			1.0
2015-02-09	678	1	4217.0	110	2015-02-09	1.0			0.0
2015-02-10	679	2	4630.0	110	2015-02-10	2.0			0.0
2015-02-11	680	3	3877.0	110	2015-02-11	3.0			0.0
2015-02-12	681	4	4141.0	110	2015-02-12	4.0			0.0
2015-02-13	682	5	3701.0	110	2015-02-13	5.0			0.0
2015-02-14	683	6	652.0	110	2015-02-14	6.0			1.0
2015-02-15	684	7	2663.0	110	2015-02-15	7.0	0.0	1.0	0.0
2015-02-16	685	1	4903.0	111	2015-02-16	1.0			0.0
2015-02-17	686	2	2040.0	111	2015-02-17	2.0			0.0
2015-02-24	687	2	23.0	112	2015-02-24	2.0	1.0	1.0	1.0
2015-02-25	688	3	4712.0	112	2015-02-25	3.0			0.0
2015-02-26	689	4	4395.0	112	2015-02-26	4.0			0.0
2015-02-27	690	5	3661.0	112	2015-02-27	5.0			0.0
2015-02-28	691	6	2073.0	112	2015-02-28	6.0	0.0	1.0	0.0
2015-03-02	692	1	4832.0	113	2015-03-02	1.0			0.0
2015-03-03	693	2	4032.0	113	2015-03-03	2.0			0.0
2015-03-04	694	3	2054.0	113	2015-03-04	3.0			0.0
2015-03-05	695	4	1477.0	113	2015-03-05	4.0			0.0
2015-03-06	696	5	1808.0	113	2015-03-06	5.0			0.0
2015-03-07	697	6	290.0	113	2015-03-07	6.0			1.0
2015-03-09	698	1	2028.0	114	2015-03-09	1.0			0.0
2015-03-10	699	2	2479.0	114	2015-03-10	2.0			0.0
2015-03-11	700	3	1426.0	114	2015-03-11	3.0			0.0
2015-03-12	701	4	1693.0	114	2015-03-12	4.0			0.0
2015-03-13	702	5	1626.0	114	2015-03-13	5.0			0.0
2015-03-14	703	6	236.0	114	2015-03-14	6.0			1.0
2015-03-16	704	1	2508.0	115	2015-03-16	1.0			0.0
2015-03-17	705	2	2491.0	115	2015-03-17	2.0			0.0
2015-03-18	706	3	1907.0	115	2015-03-18	3.0			0.0
2015-03-19	707	4	1524.0	115	2015-03-19	4.0			0.0
2015-03-20	708	5	1664.0	115	2015-03-20	5.0			0.0
2015-03-21	709	6	948.0	115	2015-03-21	6.0			1.0
2015-03-23	710	1	2617.0	116	2015-03-23	1.0			0.0
2015-03-24	711	2	2325.0	116	2015-03-24	2.0			0.0
2015-03-25	712	3	2451.0	116	2015-03-25	3.0			0.0
2015-03-26	713	4	1140.0	116	2015-03-26	4.0			0.0
2015-03-27	714	5	1696.0	116	2015-03-27	5.0			0.0
2015-03-28	715	6	376.0	116	2015-03-28	6.0			1.0
2015-03-30	716	1	2280.0	117	2015-03-30	1.0			0.0
2015-03-31	717	2	2007.0	117	2015-03-31	2.0			0.0
2015-04-01	718	3	1784.0	117	2015-04-01	3.0			0.0
2015-04-02	719	4	1102.0	117	2015-04-02	4.0			0.0
2015-04-03	720	5	1902.0	117	2015-04-03	5.0			0.0
2015-04-04	721	6	55.0	117	2015-04-04	6.0	1.0		1.0
2015-04-06	722	1	13.0	118	2015-04-06	1.0	1.0	1.0	1.0
2015-04-07	723	2	3380.0	118	2015-04-07	2.0			0.0
2015-04-08	724	3	2690.0	118	2015-04-08	3.0			0.0
2015-04-09	725	4	1348.0	118	2015-04-09	4.0			0.0
2015-04-10	726	5	2035.0	118	2015-04-10	5.0			0.0
2015-04-11	727	6	139.0	118	2015-04-11	6.0			1.0
2015-04-12	728	7	20.0	118	2015-04-12	7.0			1.0
2015-04-13	729	1	2044.0	119	2015-04-13	1.0			0.0
2015-04-14	730	2	2024.0	119	2015-04-14	2.0			0.0
2015-04-15	731	3	1455.0	119	2015-04-15	3.0			0.0
2015-04-16	732	4	1354.0	119	2015-04-16	4.0			0.0
2015-04-17	733	5	1310.0	119	2015-04-17	5.0			0.0
2015-04-18	734	6	275.0	119	2015-04-18	6.0			1.0
2015-04-20	735	1	2424.0	120	2015-04-20	1.0			0.0
2015-04-21	736	2	2985.0	120	2015-04-21	2.0			0.0
2015-04-22	737	3	2014.0	120	2015-04-22	3.0			0.0
2015-04-23	738	4	1105.0	120	2015-04-23	4.0			0.0
2015-04-24	739	5	1524.0	120	2015-04-24	5.0			0.0
2015-04-25	740	6	378.0	120	2015-04-25	6.0			1.0
2015-04-27	741	1	2491.0	121	2015-04-27	1.0			0.0
2015-04-28	742	2	2830.0	121	2015-04-28	2.0			0.0
2015-04-29	743	3	2155.0	121	2015-04-29	3.0			0.0
2015-04-30	744	4	2017.0	121	2015-04-30	4.0			0.0
2015-05-01	745	5	27.0	121	2015-05-01	5.0	1.0	1.0	1.0
2015-05-04	746	1	3150.0	122	2015-05-04	1.0			0.0
2015-05-05	747	2	2383.0	122	2015-05-05	2.0			0.0
2015-05-06	748	3	2824.0	122	2015-05-06	3.0			0.0
2015-05-07	749	4	1876.0	122	2015-05-07	4.0			0.0
2015-05-08	750	5	2054.0	122	2015-05-08	5.0			0.0
2015-05-09	751	6	321.0	122	2015-05-09	6.0			1.0
2015-05-11	752	1	2384.0	123	2015-05-11	1.0			0.0
2015-05-12	753	2	2472.0	123	2015-05-12	2.0			0.0
2015-05-13	754	3	1881.0	123	2015-05-13	3.0			0.0
2015-05-14	755	4	1816.0	123	2015-05-14	4.0			0.0
2015-05-15	756	5	1361.0	123	2015-05-15	5.0			0.0
2015-05-16	757	6	314.0	123	2015-05-16	6.0			1.0
2015-05-18	758	1	3309.0	124	2015-05-18	1.0			0.0
2015-05-19	759	2	1948.0	124	2015-05-19	2.0			0.0
2015-05-20	760	3	1722.0	124	2015-05-20	3.0			0.0
2015-05-21	761	4	1520.0	124	2015-05-21	4.0			0.0
2015-05-22	762	5	2232.0	124	2015-05-22	5.0			0.0
2015-05-23	763	6	497.0	124	2015-05-23	6.0			1.0
2015-05-25	764	1	2037.0	125	2015-05-25	1.0			0.0
2015-05-26	765	2	2246.0	125	2015-05-26	2.0			0.0
2015-05-27	766	3	1447.0	125	2015-05-27	3.0			0.0
2015-05-28	767	4	1478.0	125	2015-05-28	4.0			0.0
2015-05-29	768	5	1631.0	125	2015-05-29	5.0			0.0
2015-05-30	769	6	128.0	125	2015-05-30	6.0			1.0
2015-06-01	770	1	2102.0	126	2015-06-01	1.0			0.0
2015-06-02	771	2	2114.0	126	2015-06-02	2.0			0.0
2015-06-03	772	3	1964.0	126	2015-06-03	3.0			0.0
2015-06-04	773	4	1427.0	126	2015-06-04	4.0			0.0
2015-06-05	774	5	1416.0	126	2015-06-05	5.0			0.0
2015-06-06	775	6	319.0	126	2015-06-06	6.0			1.0
2015-06-08	776	1	2147.0	127	2015-06-08	1.0			0.0
2015-06-09	777	2	1925.0	127	2015-06-09	2.0			0.0
2015-06-10	778	3	1668.0	127	2015-06-10	3.0			0.0
2015-06-11	779	4	1692.0	127	2015-06-11	4.0			0.0
2015-06-12	780	5	1517.0	127	2015-06-12	5.0			0.0
2015-06-13	781	6	381.0	127	2015-06-13	6.0			1.0
2015-06-15	782	1	2327.0	128	2015-06-15	1.0			0.0
2015-06-16	783	2	1926.0	128	2015-06-16	2.0			0.0
2015-06-17	784	3	1387.0	128	2015-06-17	3.0			0.0
2015-06-18	785	4	1533.0	128	2015-06-18	4.0			0.0
2015-06-19	786	5	1946.0	128	2015-06-19	5.0			0.0
2015-06-20	787	6	89.0	128	2015-06-20	6.0	1.0		1.0
2015-06-23	788	2	3157.0	129	2015-06-23	2.0			0.0
2015-06-24	789	3	1933.0	129	2015-06-24	3.0			0.0
2015-06-25	790	4	1257.0	129	2015-06-25	4.0			0.0
2015-06-26	791	5	2051.0	129	2015-06-26	5.0			0.0
2015-06-27	792	6	472.0	129	2015-06-27	6.0			1.0
2015-06-29	793	1	2031.0	130	2015-06-29	1.0			0.0
2015-06-30	794	2	1465.0	130	2015-06-30	2.0			0.0
2015-07-01	795	3	2291.0	130	2015-07-01	3.0			0.0
2015-07-02	796	4	1380.0	130	2015-07-02	4.0			0.0
2015-07-03	797	5	1659.0	130	2015-07-03	5.0			0.0
2015-07-04	798	6	401.0	130	2015-07-04	6.0			1.0
2015-07-06	799	1	2248.0	131	2015-07-06	1.0			0.0
2015-07-07	800	2	3005.0	131	2015-07-07	2.0			0.0
2015-07-08	801	3	2281.0	131	2015-07-08	3.0			0.0
2015-07-09	802	4	1062.0	131	2015-07-09	4.0			0.0
2015-07-10	803	5	1675.0	131	2015-07-10	5.0			0.0
2015-07-11	804	6	304.0	131	2015-07-11	6.0			1.0
2015-07-13	805	1	2034.0	132	2015-07-13	1.0			0.0
2015-07-14	806	2	2520.0	132	2015-07-14	2.0			0.0
2015-07-15	807	3	1944.0	132	2015-07-15	3.0			0.0
2015-07-16	808	4	1398.0	132	2015-07-16	4.0			0.0
2015-07-17	809	5	1384.0	132	2015-07-17	5.0			0.0
2015-07-18	810	6	288.0	132	2015-07-18	6.0			1.0
2015-07-20	811	1	1804.0	133	2015-07-20	1.0			0.0
2015-07-21	812	2	2255.0	133	2015-07-21	2.0			0.0
2015-07-22	813	3	1893.0	133	2015-07-22	3.0			0.0
2015-07-23	814	4	1193.0	133	2015-07-23	4.0			0.0
2015-07-24	815	5	1907.0	133	2015-07-24	5.0			0.0
2015-07-25	816	6	185.0	133	2015-07-25	6.0			1.0
2015-07-27	817	1	1304.0	134	2015-07-27	1.0			0.0
2015-07-28	818	2	2076.0	134	2015-07-28	2.0			0.0
2015-07-29	819	3	1754.0	134	2015-07-29	3.0			0.0
2015-07-30	820	4	1155.0	134	2015-07-30	4.0			0.0
2015-07-31	821	5	1613.0	134	2015-07-31	5.0			0.0
2015-08-01	822	6	410.0	134	2015-08-01	6.0			1.0
2015-08-03	823	1	2437.0	135	2015-08-03	1.0			0.0
2015-08-04	824	2	2596.0	135	2015-08-04	2.0			0.0
2015-08-05	825	3	1823.0	135	2015-08-05	3.0			0.0
2015-08-06	826	4	1951.0	135	2015-08-06	4.0			0.0
2015-08-07	827	5	1983.0	135	2015-08-07	5.0			0.0
2015-08-08	828	6	297.0	135	2015-08-08	6.0			1.0
2015-08-10	829	1	2186.0	136	2015-08-10	1.0			0.0
2015-08-11	830	2	1608.0	136	2015-08-11	2.0			0.0
2015-08-12	831	3	2334.0	136	2015-08-12	3.0			0.0
2015-08-13	832	4	2051.0	136	2015-08-13	4.0			0.0
2015-08-14	833	5	1795.0	136	2015-08-14	5.0			0.0
2015-08-15	834	6	346.0	136	2015-08-15	6.0			1.0
2015-08-17	835	1	1926.0	137	2015-08-17	1.0			0.0
2015-08-18	836	2	1902.0	137	2015-08-18	2.0			0.0
2015-08-19	837	3	1604.0	137	2015-08-19	3.0			0.0
2015-08-20	838	4	1357.0	137	2015-08-20	4.0			0.0
